Medicine,Category,Year-Month,Season,Units Sold,Stock Available,Expiry Date
Montelukast,Cold,2024-12,Winter,1649,1352,2026-12-31
Ibuprofen,Fever,2024-01,Winter,1758,1477,2026-12-31
Phenylephrine,Cold,2024-04,Spring,1589,1704,2026-12-31
Terbutaline,Cough,2024-03,Spring,1799,1365,2026-12-31
Phenylephrine,Cold,2024-07,Summer,1371,1704,2026-12-31
Celecoxib,Fever,2024-12,Winter,1751,1489,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-04,Spring,1600,1632,2026-12-31
Bromhexine,Cough,2024-11,Monsoon,1428,872,2026-12-31
Bromhexine,Cough,2024-02,Winter,1845,872,2026-12-31
Paracetamol,Fever,2024-01,Winter,1551,946,2026-12-31
Chlorpheniramine Maleate,Cold,2024-05,Spring,1582,1264,2026-12-31
Codeine (Prescription Only),Cough,2024-02,Winter,1830,1806,2026-12-31
Mefenamic Acid,Fever,2024-09,Monsoon,1640,1021,2026-12-31
Fexofenadine,Cold,2024-05,Spring,1730,1020,2026-12-31
Phenylephrine,Cold,2024-11,Monsoon,1718,1704,2026-12-31
Bromhexine,Cough,2024-02,Winter,1707,872,2026-12-31
Montelukast,Cold,2024-06,Summer,1567,1352,2026-12-31
Aspirin,Fever,2024-06,Summer,1744,623,2026-12-31
Bromhexine,Cough,2024-10,Monsoon,1799,872,2026-12-31
Celecoxib,Fever,2024-08,Summer,1482,1489,2026-12-31
Bromhexine,Cough,2024-07,Summer,1978,872,2026-12-31
Cetirizine,Cold,2024-09,Monsoon,1431,1246,2026-12-31
Codeine (Prescription Only),Cough,2024-01,Winter,1973,1806,2026-12-31
Phenylephrine,Cold,2024-09,Monsoon,1829,1704,2026-12-31
Fexofenadine,Cold,2024-08,Summer,2032,1020,2026-12-31
Mefenamic Acid,Fever,2024-10,Monsoon,1930,1021,2026-12-31
Acebrophylline,Cough,2024-02,Winter,1421,1143,2026-12-31
Bromhexine,Cough,2024-09,Monsoon,1604,872,2026-12-31
Montelukast,Cold,2024-04,Spring,1747,1352,2026-12-31
Pseudoephedrine,Cold,2024-04,Spring,1270,1024,2026-12-31
Acetaminophen,Fever,2024-12,Winter,1719,1460,2026-12-31
Paracetamol,Fever,2024-03,Spring,1704,946,2026-12-31
Chlorpheniramine Maleate,Cold,2024-10,Monsoon,1412,1264,2026-12-31
Bromhexine,Cough,2024-01,Winter,1362,872,2026-12-31
Celecoxib,Fever,2024-07,Summer,1965,1489,2026-12-31
Naproxen,Fever,2024-10,Monsoon,1409,1446,2026-12-31
Bromhexine,Cough,2024-04,Spring,1556,872,2026-12-31
Carbocisteine,Cough,2024-09,Monsoon,1239,698,2026-12-31
Fexofenadine,Cold,2024-05,Spring,1643,1020,2026-12-31
Ibuprofen,Fever,2024-06,Summer,1840,1477,2026-12-31
Naproxen,Fever,2024-04,Spring,1744,1446,2026-12-31
Acebrophylline,Cough,2024-03,Spring,1605,1143,2026-12-31
Levocetirizine,Cold,2024-04,Spring,1803,1150,2026-12-31
Ketorolac,Fever,2024-04,Spring,1661,1024,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-07,Summer,1415,922,2026-12-31
Montelukast,Cold,2024-06,Summer,1762,1352,2026-12-31
Paracetamol,Fever,2024-08,Summer,1560,946,2026-12-31
Bromhexine,Cough,2024-03,Spring,1834,872,2026-12-31
Phenylephrine,Cold,2024-03,Spring,1704,1704,2026-12-31
Cetirizine,Cold,2024-05,Spring,1849,1246,2026-12-31
Paracetamol,Cold,2024-04,Spring,1447,1346,2026-12-31
Naproxen,Fever,2024-09,Monsoon,1385,1446,2026-12-31
Acebrophylline,Cough,2024-07,Summer,1841,1143,2026-12-31
Bromhexine,Cough,2024-09,Monsoon,1686,872,2026-12-31
Pseudoephedrine,Cold,2024-06,Summer,1374,1024,2026-12-31
Diclofenac,Fever,2024-04,Spring,1816,1660,2026-12-31
Nimesulide,Fever,2024-08,Summer,1814,659,2026-12-31
Ambroxol,Cough,2024-04,Spring,1702,1527,2026-12-31
Codeine (Prescription Only),Cough,2024-09,Monsoon,1587,1806,2026-12-31
Levodropropizine,Cough,2024-07,Summer,1881,808,2026-12-31
Dextromethorphan,Cough,2024-02,Winter,1561,1445,2026-12-31
Aspirin,Fever,2024-08,Summer,1391,623,2026-12-31
Chlorpheniramine Maleate,Cold,2024-11,Monsoon,1832,1264,2026-12-31
Paracetamol,Cold,2024-02,Winter,1645,1346,2026-12-31
Naproxen,Fever,2024-07,Summer,1834,1446,2026-12-31
Nimesulide,Fever,2024-12,Winter,1903,659,2026-12-31
Ketorolac,Fever,2024-09,Monsoon,1398,1024,2026-12-31
Paracetamol,Cold,2024-04,Spring,1540,1346,2026-12-31
Celecoxib,Fever,2024-11,Monsoon,1977,1489,2026-12-31
Celecoxib,Fever,2024-08,Summer,1634,1489,2026-12-31
Levocetirizine,Cold,2024-07,Summer,1641,1150,2026-12-31
Codeine (Prescription Only),Cough,2024-04,Spring,1497,1806,2026-12-31
Guaifenesin,Cough,2024-11,Monsoon,1759,716,2026-12-31
Ambroxol,Cough,2024-01,Winter,1849,1527,2026-12-31
Levocetirizine,Cold,2024-05,Spring,1635,1150,2026-12-31
Chlorpheniramine Maleate,Cold,2024-11,Monsoon,1632,1264,2026-12-31
Montelukast,Cold,2024-10,Monsoon,1585,1352,2026-12-31
Levodropropizine,Cough,2024-02,Winter,1763,808,2026-12-31
Diclofenac,Fever,2024-12,Winter,1792,1660,2026-12-31
Dextromethorphan,Cough,2024-08,Summer,1621,1445,2026-12-31
Ketorolac,Fever,2024-03,Spring,1910,1024,2026-12-31
Diphenhydramine,Cold,2024-12,Winter,2015,913,2026-12-31
Levocetirizine,Cold,2024-07,Summer,1570,1150,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-04,Spring,1741,1632,2026-12-31
Pseudoephedrine,Cold,2024-08,Summer,1734,1024,2026-12-31
Ambroxol,Cough,2024-02,Winter,1663,1527,2026-12-31
Levocetirizine,Cold,2024-03,Spring,1982,1150,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-06,Summer,1425,1632,2026-12-31
Cetirizine,Cold,2024-05,Spring,1973,1246,2026-12-31
Codeine (Prescription Only),Cough,2024-12,Winter,1736,1806,2026-12-31
Nimesulide,Fever,2024-04,Spring,1976,659,2026-12-31
Ketorolac,Fever,2024-01,Winter,1365,1024,2026-12-31
Phenylephrine,Cold,2024-01,Winter,1498,1704,2026-12-31
Ibuprofen,Fever,2024-09,Monsoon,1764,1477,2026-12-31
Ibuprofen,Fever,2024-10,Monsoon,1576,1477,2026-12-31
Mefenamic Acid,Fever,2024-01,Winter,1428,1021,2026-12-31
Dextromethorphan,Cough,2024-05,Spring,1692,1445,2026-12-31
Guaifenesin,Cough,2024-09,Monsoon,1348,716,2026-12-31
Dextromethorphan,Cough,2024-03,Spring,1583,1445,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-12,Winter,1642,1632,2026-12-31
Mefenamic Acid,Fever,2024-07,Summer,1747,1021,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-03,Spring,1757,1632,2026-12-31
Bromhexine,Cough,2024-07,Summer,1683,872,2026-12-31
Terbutaline,Cough,2024-05,Spring,1865,1365,2026-12-31
Diclofenac,Fever,2024-07,Summer,1538,1660,2026-12-31
Carbocisteine,Cough,2024-12,Winter,1855,698,2026-12-31
Paracetamol,Cold,2024-08,Summer,1718,1346,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-02,Winter,1511,1632,2026-12-31
Guaifenesin,Cough,2024-10,Monsoon,1663,716,2026-12-31
Pseudoephedrine,Cold,2024-06,Summer,1449,1024,2026-12-31
Terbutaline,Cough,2024-05,Spring,1701,1365,2026-12-31
Terbutaline,Cough,2024-03,Spring,1873,1365,2026-12-31
Paracetamol,Cold,2024-07,Summer,1602,1346,2026-12-31
Montelukast,Cold,2024-04,Spring,1906,1352,2026-12-31
Nimesulide,Fever,2024-06,Summer,1779,659,2026-12-31
Codeine (Prescription Only),Cough,2024-09,Monsoon,1608,1806,2026-12-31
Diphenhydramine,Cold,2024-10,Monsoon,1771,913,2026-12-31
Fexofenadine,Cold,2024-09,Monsoon,1854,1020,2026-12-31
Codeine (Prescription Only),Cough,2024-07,Summer,1743,1806,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-05,Spring,1664,1632,2026-12-31
Bromhexine,Cough,2024-08,Summer,1417,872,2026-12-31
Montelukast,Cold,2024-04,Spring,1764,1352,2026-12-31
Fexofenadine,Cold,2024-08,Summer,1949,1020,2026-12-31
Terbutaline,Cough,2024-08,Summer,1805,1365,2026-12-31
Terbutaline,Cough,2024-09,Monsoon,1671,1365,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-07,Summer,1896,1632,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-12,Winter,1608,922,2026-12-31
Ibuprofen,Fever,2024-08,Summer,1479,1477,2026-12-31
Acebrophylline,Cough,2024-01,Winter,2009,1143,2026-12-31
Montelukast,Cold,2024-01,Winter,1703,1352,2026-12-31
Phenylephrine,Cold,2024-11,Monsoon,1716,1704,2026-12-31
Ambroxol,Cough,2024-05,Spring,1782,1527,2026-12-31
Naproxen,Fever,2024-01,Winter,1586,1446,2026-12-31
Naproxen,Fever,2024-08,Summer,1560,1446,2026-12-31
Acebrophylline,Cough,2024-03,Spring,1684,1143,2026-12-31
Guaifenesin,Cough,2024-10,Monsoon,1597,716,2026-12-31
Pseudoephedrine,Cold,2024-10,Monsoon,1761,1024,2026-12-31
Levodropropizine,Cough,2024-04,Spring,1590,808,2026-12-31
Montelukast,Cold,2024-03,Spring,1815,1352,2026-12-31
Terbutaline,Cough,2024-04,Spring,1599,1365,2026-12-31
Dextromethorphan,Cough,2024-08,Summer,1568,1445,2026-12-31
Guaifenesin,Cough,2024-02,Winter,1377,716,2026-12-31
Levodropropizine,Cough,2024-09,Monsoon,2078,808,2026-12-31
Acebrophylline,Cough,2024-11,Monsoon,1557,1143,2026-12-31
Bromhexine,Cough,2024-10,Monsoon,1766,872,2026-12-31
Paracetamol,Fever,2024-05,Spring,1891,946,2026-12-31
Ambroxol,Cough,2024-11,Monsoon,1516,1527,2026-12-31
Celecoxib,Fever,2024-02,Winter,1776,1489,2026-12-31
Paracetamol,Cold,2024-11,Monsoon,1566,1346,2026-12-31
Naproxen,Fever,2024-07,Summer,1722,1446,2026-12-31
Diclofenac,Fever,2024-11,Monsoon,1803,1660,2026-12-31
Cetirizine,Cold,2024-11,Monsoon,1610,1246,2026-12-31
Codeine (Prescription Only),Cough,2024-10,Monsoon,1550,1806,2026-12-31
Acebrophylline,Cough,2024-12,Winter,1874,1143,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-08,Summer,1667,1632,2026-12-31
Chlorpheniramine Maleate,Cold,2024-07,Summer,1692,1264,2026-12-31
Nimesulide,Fever,2024-01,Winter,1874,659,2026-12-31
Dextromethorphan,Cough,2024-04,Spring,1692,1445,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-08,Summer,1556,922,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-05,Spring,1810,922,2026-12-31
Celecoxib,Fever,2024-07,Summer,1726,1489,2026-12-31
Ambroxol,Cough,2024-06,Summer,1295,1527,2026-12-31
Dextromethorphan,Cough,2024-01,Winter,1532,1445,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-09,Monsoon,1963,922,2026-12-31
Acetaminophen,Fever,2024-02,Winter,1818,1460,2026-12-31
Ambroxol,Cough,2024-09,Monsoon,1622,1527,2026-12-31
Carbocisteine,Cough,2024-06,Summer,1545,698,2026-12-31
Ketorolac,Fever,2024-03,Spring,1836,1024,2026-12-31
Diphenhydramine,Cold,2024-01,Winter,1583,913,2026-12-31
Bromhexine,Cough,2024-10,Monsoon,1730,872,2026-12-31
Codeine (Prescription Only),Cough,2024-06,Summer,1616,1806,2026-12-31
Celecoxib,Fever,2024-12,Winter,1825,1489,2026-12-31
Ibuprofen,Fever,2024-06,Summer,1898,1477,2026-12-31
Fexofenadine,Cold,2024-09,Monsoon,1706,1020,2026-12-31
Levocetirizine,Cold,2024-03,Spring,1846,1150,2026-12-31
Naproxen,Fever,2024-02,Winter,1716,1446,2026-12-31
Ibuprofen,Fever,2024-02,Winter,1828,1477,2026-12-31
Aspirin,Fever,2024-05,Spring,1891,623,2026-12-31
Celecoxib,Fever,2024-06,Summer,1689,1489,2026-12-31
Aspirin,Fever,2024-09,Monsoon,1472,623,2026-12-31
Bromhexine,Cough,2024-12,Winter,1540,872,2026-12-31
Ibuprofen,Fever,2024-11,Monsoon,1957,1477,2026-12-31
Cetirizine,Cold,2024-09,Monsoon,1442,1246,2026-12-31
Chlorpheniramine Maleate,Cold,2024-10,Monsoon,1628,1264,2026-12-31
Levocetirizine,Cold,2024-08,Summer,1820,1150,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-10,Monsoon,1737,922,2026-12-31
Mefenamic Acid,Fever,2024-01,Winter,1557,1021,2026-12-31
Chlorpheniramine Maleate,Cold,2024-04,Spring,1717,1264,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-06,Summer,1549,922,2026-12-31
Ambroxol,Cough,2024-08,Summer,1661,1527,2026-12-31
Celecoxib,Fever,2024-10,Monsoon,1710,1489,2026-12-31
Codeine (Prescription Only),Cough,2024-03,Spring,1749,1806,2026-12-31
Naproxen,Fever,2024-03,Spring,2017,1446,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-11,Monsoon,1806,922,2026-12-31
Levocetirizine,Cold,2024-02,Winter,1513,1150,2026-12-31
Ibuprofen,Fever,2024-12,Winter,1719,1477,2026-12-31
Fexofenadine,Cold,2024-03,Spring,2096,1020,2026-12-31
Bromhexine,Cough,2024-05,Spring,1828,872,2026-12-31
Terbutaline,Cough,2024-04,Spring,1535,1365,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-05,Spring,1770,922,2026-12-31
Ibuprofen,Fever,2024-06,Summer,2034,1477,2026-12-31
Montelukast,Cold,2024-03,Spring,1519,1352,2026-12-31
Fexofenadine,Cold,2024-07,Summer,1744,1020,2026-12-31
Fexofenadine,Cold,2024-01,Winter,1402,1020,2026-12-31
Celecoxib,Fever,2024-10,Monsoon,1630,1489,2026-12-31
Ibuprofen,Fever,2024-01,Winter,1546,1477,2026-12-31
Cetirizine,Cold,2024-06,Summer,1736,1246,2026-12-31
Ambroxol,Cough,2024-07,Summer,1724,1527,2026-12-31
Acetaminophen,Fever,2024-05,Spring,1380,1460,2026-12-31
Phenylephrine,Cold,2024-03,Spring,1599,1704,2026-12-31
Cetirizine,Cold,2024-05,Spring,1728,1246,2026-12-31
Paracetamol,Cold,2024-10,Monsoon,1785,1346,2026-12-31
Phenylephrine,Cold,2024-04,Spring,1751,1704,2026-12-31
Mefenamic Acid,Fever,2024-04,Spring,1708,1021,2026-12-31
Levocetirizine,Cold,2024-11,Monsoon,1902,1150,2026-12-31
Carbocisteine,Cough,2024-04,Spring,1592,698,2026-12-31
Guaifenesin,Cough,2024-04,Spring,1604,716,2026-12-31
Nimesulide,Fever,2024-02,Winter,1560,659,2026-12-31
Pseudoephedrine,Cold,2024-01,Winter,1801,1024,2026-12-31
Codeine (Prescription Only),Cough,2024-06,Summer,1639,1806,2026-12-31
Phenylephrine,Cold,2024-09,Monsoon,1672,1704,2026-12-31
Phenylephrine,Cold,2024-01,Winter,1581,1704,2026-12-31
Codeine (Prescription Only),Cough,2024-12,Winter,1885,1806,2026-12-31
Ambroxol,Cough,2024-02,Winter,1803,1527,2026-12-31
Celecoxib,Fever,2024-06,Summer,1499,1489,2026-12-31
Acetaminophen,Fever,2024-07,Summer,1908,1460,2026-12-31
Mefenamic Acid,Fever,2024-01,Winter,1433,1021,2026-12-31
Acebrophylline,Cough,2024-05,Spring,1548,1143,2026-12-31
Levocetirizine,Cold,2024-07,Summer,1586,1150,2026-12-31
Ketorolac,Fever,2024-07,Summer,1706,1024,2026-12-31
Bromhexine,Cough,2024-04,Spring,1596,872,2026-12-31
Diphenhydramine,Cold,2024-02,Winter,1498,913,2026-12-31
Acetaminophen,Fever,2024-05,Spring,1342,1460,2026-12-31
Fexofenadine,Cold,2024-01,Winter,1388,1020,2026-12-31
Nimesulide,Fever,2024-05,Spring,1657,659,2026-12-31
Bromhexine,Cough,2024-08,Summer,1457,872,2026-12-31
Cetirizine,Cold,2024-02,Winter,1722,1246,2026-12-31
Levocetirizine,Cold,2024-12,Winter,1691,1150,2026-12-31
Aspirin,Fever,2024-05,Spring,1802,623,2026-12-31
Montelukast,Cold,2024-07,Summer,1820,1352,2026-12-31
Chlorpheniramine Maleate,Cold,2024-05,Spring,1575,1264,2026-12-31
Bromhexine,Cough,2024-01,Winter,1544,872,2026-12-31
Acetaminophen,Fever,2024-04,Spring,1957,1460,2026-12-31
Chlorpheniramine Maleate,Cold,2024-01,Winter,1566,1264,2026-12-31
Phenylephrine,Cold,2024-10,Monsoon,1622,1704,2026-12-31
Fexofenadine,Cold,2024-04,Spring,1678,1020,2026-12-31
Levodropropizine,Cough,2024-05,Spring,1441,808,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-02,Winter,1651,1632,2026-12-31
Diphenhydramine,Cold,2024-09,Monsoon,1141,913,2026-12-31
Aspirin,Fever,2024-03,Spring,1815,623,2026-12-31
Levodropropizine,Cough,2024-02,Winter,1546,808,2026-12-31
Dextromethorphan,Cough,2024-12,Winter,1408,1445,2026-12-31
Celecoxib,Fever,2024-07,Summer,1811,1489,2026-12-31
Guaifenesin,Cough,2024-05,Spring,1634,716,2026-12-31
Paracetamol,Fever,2024-08,Summer,1540,946,2026-12-31
Aspirin,Fever,2024-07,Summer,1677,623,2026-12-31
Ketorolac,Fever,2024-01,Winter,1508,1024,2026-12-31
Levocetirizine,Cold,2024-04,Spring,1783,1150,2026-12-31
Mefenamic Acid,Fever,2024-11,Monsoon,1588,1021,2026-12-31
Paracetamol,Fever,2024-09,Monsoon,1603,946,2026-12-31
Fexofenadine,Cold,2024-12,Winter,1797,1020,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-06,Summer,1602,922,2026-12-31
Mefenamic Acid,Fever,2024-09,Monsoon,1802,1021,2026-12-31
Carbocisteine,Cough,2024-06,Summer,1556,698,2026-12-31
Bromhexine,Cough,2024-12,Winter,1725,872,2026-12-31
Levocetirizine,Cold,2024-06,Summer,1395,1150,2026-12-31
Dextromethorphan,Cough,2024-11,Monsoon,1633,1445,2026-12-31
Mefenamic Acid,Fever,2024-09,Monsoon,1651,1021,2026-12-31
Paracetamol,Fever,2024-07,Summer,1697,946,2026-12-31
Levocetirizine,Cold,2024-12,Winter,1565,1150,2026-12-31
Phenylephrine,Cold,2024-06,Summer,1565,1704,2026-12-31
Guaifenesin,Cough,2024-02,Winter,1393,716,2026-12-31
Diclofenac,Fever,2024-03,Spring,1754,1660,2026-12-31
Ketorolac,Fever,2024-11,Monsoon,1635,1024,2026-12-31
Acetaminophen,Fever,2024-01,Winter,1624,1460,2026-12-31
Dextromethorphan,Cough,2024-07,Summer,1808,1445,2026-12-31
Chlorpheniramine Maleate,Cold,2024-10,Monsoon,1702,1264,2026-12-31
Ambroxol,Cough,2024-05,Spring,1704,1527,2026-12-31
Dextromethorphan,Cough,2024-02,Winter,1570,1445,2026-12-31
Paracetamol,Fever,2024-08,Summer,1732,946,2026-12-31
Nimesulide,Fever,2024-06,Summer,1718,659,2026-12-31
Pseudoephedrine,Cold,2024-02,Winter,1659,1024,2026-12-31
Montelukast,Cold,2024-05,Spring,1379,1352,2026-12-31
Ibuprofen,Fever,2024-07,Summer,1476,1477,2026-12-31
Ambroxol,Cough,2024-04,Spring,1614,1527,2026-12-31
Chlorpheniramine Maleate,Cold,2024-05,Spring,1633,1264,2026-12-31
Fexofenadine,Cold,2024-04,Spring,1909,1020,2026-12-31
Ketorolac,Fever,2024-09,Monsoon,1379,1024,2026-12-31
Acebrophylline,Cough,2024-04,Spring,1598,1143,2026-12-31
Celecoxib,Fever,2024-03,Spring,1381,1489,2026-12-31
Acebrophylline,Cough,2024-04,Spring,1451,1143,2026-12-31
Paracetamol,Cold,2024-10,Monsoon,1826,1346,2026-12-31
Terbutaline,Cough,2024-06,Summer,1460,1365,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-10,Monsoon,1815,1632,2026-12-31
Carbocisteine,Cough,2024-04,Spring,1806,698,2026-12-31
Ambroxol,Cough,2024-08,Summer,1798,1527,2026-12-31
Acetaminophen,Fever,2024-07,Summer,1804,1460,2026-12-31
Ketorolac,Fever,2024-02,Winter,1676,1024,2026-12-31
Phenylephrine,Cold,2024-12,Winter,1468,1704,2026-12-31
Levodropropizine,Cough,2024-03,Spring,1471,808,2026-12-31
Codeine (Prescription Only),Cough,2024-07,Summer,1626,1806,2026-12-31
Ibuprofen,Fever,2024-02,Winter,1777,1477,2026-12-31
Ambroxol,Cough,2024-01,Winter,1712,1527,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-06,Summer,1506,922,2026-12-31
Ketorolac,Fever,2024-11,Monsoon,1746,1024,2026-12-31
Ketorolac,Fever,2024-06,Summer,1806,1024,2026-12-31
Ambroxol,Cough,2024-08,Summer,1885,1527,2026-12-31
Guaifenesin,Cough,2024-10,Monsoon,1692,716,2026-12-31
Bromhexine,Cough,2024-01,Winter,1422,872,2026-12-31
Chlorpheniramine Maleate,Cold,2024-10,Monsoon,1432,1264,2026-12-31
Naproxen,Fever,2024-10,Monsoon,1379,1446,2026-12-31
Carbocisteine,Cough,2024-11,Monsoon,1687,698,2026-12-31
Acebrophylline,Cough,2024-04,Spring,1585,1143,2026-12-31
Celecoxib,Fever,2024-03,Spring,1611,1489,2026-12-31
Paracetamol,Fever,2024-04,Spring,1309,946,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-12,Winter,1857,922,2026-12-31
Acebrophylline,Cough,2024-06,Summer,1498,1143,2026-12-31
Diphenhydramine,Cold,2024-11,Monsoon,1777,913,2026-12-31
Ibuprofen,Fever,2024-08,Summer,1731,1477,2026-12-31
Celecoxib,Fever,2024-04,Spring,1482,1489,2026-12-31
Levocetirizine,Cold,2024-01,Winter,1633,1150,2026-12-31
Pseudoephedrine,Cold,2024-08,Summer,1815,1024,2026-12-31
Carbocisteine,Cough,2024-11,Monsoon,1755,698,2026-12-31
Levodropropizine,Cough,2024-03,Spring,1487,808,2026-12-31
Carbocisteine,Cough,2024-07,Summer,1765,698,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-06,Summer,1481,1632,2026-12-31
Celecoxib,Fever,2024-09,Monsoon,1420,1489,2026-12-31
Naproxen,Fever,2024-12,Winter,1561,1446,2026-12-31
Ketorolac,Fever,2024-06,Summer,1869,1024,2026-12-31
Dextromethorphan,Cough,2024-11,Monsoon,1665,1445,2026-12-31
Acebrophylline,Cough,2024-11,Monsoon,1580,1143,2026-12-31
Aspirin,Fever,2024-08,Summer,1353,623,2026-12-31
Diclofenac,Fever,2024-08,Summer,2077,1660,2026-12-31
Cetirizine,Cold,2024-03,Spring,1711,1246,2026-12-31
Diphenhydramine,Cold,2024-10,Monsoon,1712,913,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-07,Summer,2042,1632,2026-12-31
Diphenhydramine,Cold,2024-09,Monsoon,1238,913,2026-12-31
Guaifenesin,Cough,2024-10,Monsoon,1669,716,2026-12-31
Naproxen,Fever,2024-04,Spring,1524,1446,2026-12-31
Montelukast,Cold,2024-07,Summer,1947,1352,2026-12-31
Guaifenesin,Cough,2024-10,Monsoon,1672,716,2026-12-31
Paracetamol,Fever,2024-02,Winter,1401,946,2026-12-31
Ibuprofen,Fever,2024-11,Monsoon,1862,1477,2026-12-31
Fexofenadine,Cold,2024-08,Summer,1906,1020,2026-12-31
Paracetamol,Fever,2024-10,Monsoon,1850,946,2026-12-31
Ketorolac,Fever,2024-10,Monsoon,1508,1024,2026-12-31
Ketorolac,Fever,2024-04,Spring,1660,1024,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-06,Summer,1704,922,2026-12-31
Acebrophylline,Cough,2024-02,Winter,1278,1143,2026-12-31
Paracetamol,Fever,2024-01,Winter,1535,946,2026-12-31
Codeine (Prescription Only),Cough,2024-03,Spring,1689,1806,2026-12-31
Montelukast,Cold,2024-12,Winter,1698,1352,2026-12-31
Mefenamic Acid,Fever,2024-11,Monsoon,1802,1021,2026-12-31
Mefenamic Acid,Fever,2024-08,Summer,1779,1021,2026-12-31
Bromhexine,Cough,2024-06,Summer,1543,872,2026-12-31
Chlorpheniramine Maleate,Cold,2024-03,Spring,1732,1264,2026-12-31
Chlorpheniramine Maleate,Cold,2024-08,Summer,1411,1264,2026-12-31
Guaifenesin,Cough,2024-10,Monsoon,1806,716,2026-12-31
Cetirizine,Cold,2024-06,Summer,1646,1246,2026-12-31
Codeine (Prescription Only),Cough,2024-07,Summer,1696,1806,2026-12-31
Levocetirizine,Cold,2024-05,Spring,1633,1150,2026-12-31
Carbocisteine,Cough,2024-07,Summer,1512,698,2026-12-31
Diphenhydramine,Cold,2024-08,Summer,1767,913,2026-12-31
Montelukast,Cold,2024-09,Monsoon,1427,1352,2026-12-31
Aspirin,Fever,2024-08,Summer,1479,623,2026-12-31
Ambroxol,Cough,2024-09,Monsoon,1830,1527,2026-12-31
Fexofenadine,Cold,2024-09,Monsoon,1831,1020,2026-12-31
Pseudoephedrine,Cold,2024-04,Spring,1485,1024,2026-12-31
Codeine (Prescription Only),Cough,2024-06,Summer,1777,1806,2026-12-31
Phenylephrine,Cold,2024-10,Monsoon,1791,1704,2026-12-31
Fexofenadine,Cold,2024-07,Summer,1739,1020,2026-12-31
Fexofenadine,Cold,2024-06,Summer,1510,1020,2026-12-31
Fexofenadine,Cold,2024-09,Monsoon,2028,1020,2026-12-31
Codeine (Prescription Only),Cough,2024-08,Summer,1452,1806,2026-12-31
Montelukast,Cold,2024-12,Winter,1699,1352,2026-12-31
Montelukast,Cold,2024-12,Winter,1702,1352,2026-12-31
Codeine (Prescription Only),Cough,2024-05,Spring,1730,1806,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-11,Monsoon,1519,1632,2026-12-31
Chlorpheniramine Maleate,Cold,2024-05,Spring,1382,1264,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-03,Spring,1911,1632,2026-12-31
Guaifenesin,Cough,2024-11,Monsoon,1852,716,2026-12-31
Guaifenesin,Cough,2024-06,Summer,1855,716,2026-12-31
Guaifenesin,Cough,2024-11,Monsoon,1790,716,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-10,Monsoon,1687,922,2026-12-31
Fexofenadine,Cold,2024-07,Summer,1716,1020,2026-12-31
Phenylephrine,Cold,2024-11,Monsoon,1647,1704,2026-12-31
Levodropropizine,Cough,2024-11,Monsoon,1298,808,2026-12-31
Naproxen,Fever,2024-02,Winter,1657,1446,2026-12-31
Ibuprofen,Fever,2024-07,Summer,1406,1477,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-03,Spring,1917,1632,2026-12-31
Paracetamol,Cold,2024-07,Summer,1518,1346,2026-12-31
Paracetamol,Cold,2024-11,Monsoon,1541,1346,2026-12-31
Diphenhydramine,Cold,2024-07,Summer,1445,913,2026-12-31
Mefenamic Acid,Fever,2024-04,Spring,1608,1021,2026-12-31
Ketorolac,Fever,2024-11,Monsoon,1457,1024,2026-12-31
Codeine (Prescription Only),Cough,2024-05,Spring,1682,1806,2026-12-31
Ibuprofen,Fever,2024-02,Winter,1685,1477,2026-12-31
Acebrophylline,Cough,2024-05,Spring,1745,1143,2026-12-31
